"","gene","pvalue","ratio","p","dist"
"1","accA",0.001,1.84013622931284,0.05,"exp"
"2","accB",0,1.9599085935237,0.05,"exp"
"3","accC",0,2.13617085038175,0.05,"exp"
"4","acpP",0,5.70007467560162,0.05,"exp"
"5","ahcY",0,2.25409305522969,0.05,"exp"
"6","alaS",0,2.80481012530918,0.05,"exp"
"7","algC",0,2.84091232409749,0.05,"exp"
"8","aroB",0,2.14836331380832,0.05,"exp"
"9","aroC",0,2.66978580219395,0.05,"exp"
"10","aroE",0.014,1.54912747046247,0.05,"exp"
"11","aspS",0.001,1.73533549472246,0.05,"exp"
"12","atpA",0.001,1.62787421945049,0.05,"exp"
"13","atpB",0,2.18460964543878,0.05,"exp"
"14","atpC",0,2.25726950478848,0.05,"exp"
"15","atpD",0,2.43899538655159,0.05,"exp"
"16","atpE",0,12.7762858931772,0.05,"exp"
"17","atpF",0,2.29969027125318,0.05,"exp"
"18","atpG",0,2.66621554408978,0.05,"exp"
"19","atpH",0,1.9400972453677,0.05,"exp"
"20","carA",0,2.49857553115829,0.05,"exp"
"21","carB",0,1.871697182434,0.05,"exp"
"22","cca",0,3.24387068616107,0.05,"exp"
"23","clpX",0,2.25986270407361,0.05,"exp"
"24","coaBC",0,2.60705634068893,0.05,"exp"
"25","coaD",0,3.3460644501725,0.05,"exp"
"26","coaE",0.003,1.60150721884359,0.05,"exp"
"27","ctaA",0.056,1.36986494261102,0.05,"exp"
"28","ctaE",0,2.63034368537334,0.05,"exp"
"29","cysS",0.061,1.32933886452785,0.05,"exp"
"30","dapB",0,2.27510829147973,0.05,"exp"
"31","dapE",0,2.61449325035038,0.05,"exp"
"32","dapF",0,2.28846759798744,0.05,"exp"
"33","def",0,1.86426152840642,0.05,"exp"
"34","dnaA",0,2.80141247468561,0.05,"exp"
"35","dnaG",0,2.50563246700749,0.05,"exp"
"36","dnaK",0,3.90109396397068,0.05,"exp"
"37","dnaN",0,2.63457408630282,0.05,"exp"
"38","dnaX",0.007,1.72080689951391,0.05,"exp"
"39","dsbD",0,2.29639330795727,0.05,"exp"
"40","dxs",0,3.61315099053431,0.05,"exp"
"41","efp",0,2.7171691495611,0.05,"exp"
"42","eno",0,2.17387186350749,0.05,"exp"
"43","erpA",0.025,1.36705338635353,0.05,"exp"
"44","fabI",0,2.47878091104427,0.05,"exp"
"45","fmt",0,1.75529916678425,0.05,"exp"
"46","folD",0,2.86480011458063,0.05,"exp"
"47","ftsH",0,2.09677376254076,0.05,"exp"
"48","ftsZ",0.002,1.85673591163368,0.05,"exp"
"49","fumC",0,2.2009754361118,0.05,"exp"
"50","gatB",0.001,1.99217199799552,0.05,"exp"
"51","gcvT",0,3.28360213900861,0.05,"exp"
"52","glmM",0,1.97711463975629,0.05,"exp"
"53","glmU",0,2.41181448054014,0.05,"exp"
"54","gloB",0,2.03790925567151,0.05,"exp"
"55","gltB",0,2.59583596555886,0.05,"exp"
"56","gltX",0,2.06091493415951,0.05,"exp"
"57","gmk",0,2.66136239041653,0.05,"exp"
"58","grpE",0,3.74365493552896,0.05,"exp"
"59","guaA",0,3.1883549405665,0.05,"exp"
"60","gyrA",0,2.3146927696499,0.05,"exp"
"61","gyrB",0,2.10739394897944,0.05,"exp"
"62","hemC",0.001,2.11065968787438,0.05,"exp"
"63","hemE",0.008,1.5423823850071,0.05,"exp"
"64","hemH",0,2.40474043441081,0.05,"exp"
"65","hisF",0,3.95607720545786,0.05,"exp"
"66","hisH",0,3.16160835728879,0.05,"exp"
"67","icd",0,3.00137707635285,0.05,"exp"
"68","ileS",0,2.49365231030945,0.05,"exp"
"69","ilvC",0,2.46923097065589,0.05,"exp"
"70","ilvE",0,1.803733656557,0.05,"exp"
"71","ilvH",0,2.17780942194535,0.05,"exp"
"72","infB",0,2.25287770210661,0.05,"exp"
"73","infC",0,3.0157581618002,0.05,"exp"
"74","lepA",0.024,1.44851961107891,0.05,"exp"
"75","leuA",0,2.32453656574509,0.05,"exp"
"76","leuB",0,2.17035847319319,0.05,"exp"
"77","leuS",0,3.19999467804236,0.05,"exp"
"78","lgt",0.182,1.21967614257136,0.05,"exp"
"79","ligA",0.017,1.57203089721113,0.05,"exp"
"80","lipA",0,2.40237391139336,0.05,"exp"
"81","lnt",0,2.21154993301484,0.05,"exp"
"82","lptD",0,2.5415729537835,0.05,"exp"
"83","lspA",0,2.39700767037134,0.05,"exp"
"84","lysA",0,2.39666989433561,0.05,"exp"
"85","lysS",0,2.38876154207299,0.05,"exp"
"86","map",0,2.37304350459044,0.05,"exp"
"87","metC",0,2.09914941286544,0.05,"exp"
"88","metG",0,1.8728800083535,0.05,"exp"
"89","metK",0,2.47115581341529,0.05,"exp"
"90","miaA",0,2.30130792797664,0.05,"exp"
"91","miaB",0,2.09228371197934,0.05,"exp"
"92","mnmA",0,1.72337543860094,0.05,"exp"
"93","mnmE",0.026,1.44174393862097,0.05,"exp"
"94","mnmG",0,1.97095900639294,0.05,"exp"
"95","mrdA",0,1.95620160323447,0.05,"exp"
"96","mrdB",0,2.93433185762937,0.05,"exp"
"97","mreB",0,2.25484031051883,0.05,"exp"
"98","msrA",0,2.45249129694197,0.05,"exp"
"99","msrB",0,2.49095434400943,0.05,"exp"
"100","nadD",0,2.16801190919355,0.05,"exp"
"101","nadE",0,3.26450626177907,0.05,"exp"
"102","ndk",0,2.16268298689813,0.05,"exp"
"103","nfuA",0,2.36608469503274,0.05,"exp"
"104","nth",0,2.02934850648468,0.05,"exp"
"105","nusA",0,2.05401701913064,0.05,"exp"
"106","pdxH",0,2.88730274356581,0.05,"exp"
"107","pepA",0,2.21343544952997,0.05,"exp"
"108","petA",0.013,1.51890226342101,0.05,"exp"
"109","pgk",0.213,1.18896131738773,0.05,"exp"
"110","pgsA",0,1.92088457530137,0.05,"exp"
"111","pheA",0.001,1.86556317157155,0.05,"exp"
"112","pheS",0.002,1.61230296617154,0.05,"exp"
"113","pheT",0,2.11409003249343,0.05,"exp"
"114","phrA",0,2.7060763059209,0.05,"exp"
"115","phrB",0,2.33532813117807,0.05,"exp"
"116","pnp",0,2.56616179014834,0.05,"exp"
"117","pntA",0,3.79668272157561,0.05,"exp"
"118","pntB",0,2.28921186220519,0.05,"exp"
"119","polA",0.001,1.83563201409088,0.05,"exp"
"120","prfA",0.053,1.31238664493419,0.05,"exp"
"121","prfB",0.001,1.83745188391178,0.05,"exp"
"122","priA",0,2.07605341456898,0.05,"exp"
"123","prmC",0.145,1.22755322745065,0.05,"exp"
"124","proC",0,2.80448743269242,0.05,"exp"
"125","proS",0,2.14241325862175,0.05,"exp"
"126","prs",0,2.064196725634,0.05,"exp"
"127","pth",0.07,1.34641584913325,0.05,"exp"
"128","purA",0,2.16134405652774,0.05,"exp"
"129","purB",0,3.4749842144331,0.05,"exp"
"130","purC",0,2.14256639044017,0.05,"exp"
"131","purD",0,1.92863007474152,0.05,"exp"
"132","purE",0.001,1.85295074783048,0.05,"exp"
"133","purF",0,4.97372580356015,0.05,"exp"
"134","purH",0,2.29029072221477,0.05,"exp"
"135","purL",0,3.12309912800236,0.05,"exp"
"136","purM",0,2.15501995061177,0.05,"exp"
"137","purN",0,2.97358479966302,0.05,"exp"
"138","pyrB",0,1.82225169457841,0.05,"exp"
"139","pyrC",0,1.95045657948616,0.05,"exp"
"140","pyrD",0,2.32892265385757,0.05,"exp"
"141","pyrE",0.025,1.45478137691378,0.05,"exp"
"142","pyrF",0,2.42529759674526,0.05,"exp"
"143","pyrG",0,2.28895313887677,0.05,"exp"
"144","rbfA",0,3.50606956224022,0.05,"exp"
"145","recA",0,2.37964652773026,0.05,"exp"
"146","recR",0.007,1.63152183374907,0.05,"exp"
"147","rho",0,1.89097389803716,0.05,"exp"
"148","rluD",0,2.0892919544623,0.05,"exp"
"149","rnhA",0,2.18486635797949,0.05,"exp"
"150","rnhB",0.816,0.832097732932106,0.05,"exp"
"151","rnpA",0,1.84064182437053,0.05,"exp"
"152","rpe",0,2.43504758236648,0.05,"exp"
"153","rplK",0,2.91908190708832,0.05,"exp"
"154","rplM",0.113,1.25969675241397,0.05,"exp"
"155","rplS",0,2.28328627881171,0.05,"exp"
"156","rplT",0,2.7732269536174,0.05,"exp"
"157","rplU",0.001,1.74521656602696,0.05,"exp"
"158","rplY",0.012,1.53034313619813,0.05,"exp"
"159","rpmA",0,2.09436858110261,0.05,"exp"
"160","rpmB",0,3.1269133313235,0.05,"exp"
"161","rpmI",0,2.83655949419544,0.05,"exp"
"162","rpoA",0,1.70788490199438,0.05,"exp"
"163","rpoB",0,2.65637604461642,0.05,"exp"
"164","rpoC",0,2.28884351905551,0.05,"exp"
"165","rpsA",0,2.79648497642846,0.05,"exp"
"166","rpsD",0,2.20744240997938,0.05,"exp"
"167","rpsI",0,1.87805330216816,0.05,"exp"
"168","rpsK",0,3.10148399805359,0.05,"exp"
"169","rpsM",0,2.44199651745077,0.05,"exp"
"170","rpsO",0.2,1.16289075798485,0.05,"exp"
"171","rpsT",0,2.86950983085434,0.05,"exp"
"172","rsfS",0,2.41864596045853,0.05,"exp"
"173","rsmA",0,2.17462097481962,0.05,"exp"
"174","rsmD",0,2.62109803856184,0.05,"exp"
"175","rsmE",0.166,1.20731649411409,0.05,"exp"
"176","rsmG",0,2.14568923145095,0.05,"exp"
"177","rsmI",0,2.81295899656138,0.05,"exp"
"178","secA",0,1.86388297357731,0.05,"exp"
"179","serS",0,1.85596683574528,0.05,"exp"
"180","smc",0,2.75466383414936,0.05,"exp"
"181","smpB",0,1.97341751383674,0.05,"exp"
"182","ssb",0,1.97464207076538,0.05,"exp"
"183","sucC",0,3.20836851456231,0.05,"exp"
"184","sucD",0,2.94168778701086,0.05,"exp"
"185","suhB",0,2.4209810338647,0.05,"exp"
"186","tatC",0,2.37237452808809,0.05,"exp"
"187","tgt",0,2.19978756478667,0.05,"exp"
"188","thrC",0.03,1.36911511392907,0.05,"exp"
"189","thrS",0.048,1.3438476317369,0.05,"exp"
"190","topA",0,1.78369681470686,0.05,"exp"
"191","trmD",0,2.45780107032239,0.05,"exp"
"192","trpB",0,3.05065370218274,0.05,"exp"
"193","trpS",0,2.47745565215499,0.05,"exp"
"194","truA",0,2.36470837793231,0.05,"exp"
"195","trxA",0.162,1.24124900083493,0.05,"exp"
"196","trxB",0,2.32241799473324,0.05,"exp"
"197","tsaD",0.003,1.87831737446312,0.05,"exp"
"198","ubiB",0,1.95363001981234,0.05,"exp"
"199","uppP",0.019,1.45695615482705,0.05,"exp"
"200","uvrA",0,1.97635216737485,0.05,"exp"
"201","uvrB",0,2.2318815609969,0.05,"exp"
"202","uvrC",0.008,1.60980803767727,0.05,"exp"
"203","ychF",0,2.36224081122465,0.05,"exp"
"204","yidC",0,2.29189268917544,0.05,"exp"
"205","accA",0,2.09694942243311,0.1,"exp"
"206","accB",0,2.28874772206362,0.1,"exp"
"207","accC",0,2.1682362405535,0.1,"exp"
"208","acpP",0,5.95445258668227,0.1,"exp"
"209","ahcY",0,2.38646664471515,0.1,"exp"
"210","alaS",0,2.57021817006709,0.1,"exp"
"211","algC",0,3.25945880183705,0.1,"exp"
"212","aroB",0,2.84276999189492,0.1,"exp"
"213","aroC",0,2.32161198686716,0.1,"exp"
"214","aroE",0,1.98616031412429,0.1,"exp"
"215","aspS",0,2.09322680312723,0.1,"exp"
"216","atpA",0.001,1.95532722195935,0.1,"exp"
"217","atpB",0,1.92210595904693,0.1,"exp"
"218","atpC",0.001,1.78453665417126,0.1,"exp"
"219","atpD",0,3.2860048677684,0.1,"exp"
"220","atpE",0,11.6363810177179,0.1,"exp"
"221","atpF",0,2.64661791989937,0.1,"exp"
"222","atpG",0,3.78223464161662,0.1,"exp"
"223","atpH",0,2.15142254855307,0.1,"exp"
"224","carA",0,3.09099748549933,0.1,"exp"
"225","carB",0,2.64221590963497,0.1,"exp"
"226","cca",0,2.72811222263029,0.1,"exp"
"227","clpX",0,2.58424369429596,0.1,"exp"
"228","coaBC",0,2.58444197779634,0.1,"exp"
"229","coaD",0,2.39820946098252,0.1,"exp"
"230","coaE",0.009,1.59829733862698,0.1,"exp"
"231","ctaA",0.001,1.67058210386634,0.1,"exp"
"232","ctaE",0.001,1.7593296959473,0.1,"exp"
"233","cysS",0,2.27845194038248,0.1,"exp"
"234","dapB",0,2.76800649674524,0.1,"exp"
"235","dapE",0,2.8541350508271,0.1,"exp"
"236","dapF",0,2.11781257287754,0.1,"exp"
"237","def",0,2.14572556883289,0.1,"exp"
"238","dnaA",0,3.37615346332571,0.1,"exp"
"239","dnaG",0.102,1.28971012715504,0.1,"exp"
"240","dnaK",0,1.95592940558983,0.1,"exp"
"241","dnaN",0,2.23361396506541,0.1,"exp"
"242","dnaX",0,2.3476515521651,0.1,"exp"
"243","dsbD",0.001,2.04059807687383,0.1,"exp"
"244","dxs",0,3.05492325309902,0.1,"exp"
"245","efp",0,2.76755900324316,0.1,"exp"
"246","eno",0,2.23078973933021,0.1,"exp"
"247","erpA",0,2.33751798172252,0.1,"exp"
"248","fabI",0,2.49765497425704,0.1,"exp"
"249","fmt",0,2.17340498136175,0.1,"exp"
"250","folD",0,1.97275831202543,0.1,"exp"
"251","ftsH",0.632,0.928290147281289,0.1,"exp"
"252","ftsZ",0.01,1.54377437378053,0.1,"exp"
"253","fumC",0,2.4690410646414,0.1,"exp"
"254","gatB",0.002,1.74523474217081,0.1,"exp"
"255","gcvT",0,3.06154089604044,0.1,"exp"
"256","glmM",0,1.74588673589364,0.1,"exp"
"257","glmU",0,2.28822926868191,0.1,"exp"
"258","gloB",0,2.44361505261381,0.1,"exp"
"259","gltB",0.038,1.38818834573294,0.1,"exp"
"260","gltX",0,2.15526783291288,0.1,"exp"
"261","gmk",0,2.47872512247786,0.1,"exp"
"262","grpE",0,2.26513426541318,0.1,"exp"
"263","guaA",0,3.6721989295582,0.1,"exp"
"264","gyrA",0,2.69475087171105,0.1,"exp"
"265","gyrB",0,2.51736078191819,0.1,"exp"
"266","hemC",0,2.64031500665258,0.1,"exp"
"267","hemE",0.001,1.7438735081224,0.1,"exp"
"268","hemH",0,2.35243612746123,0.1,"exp"
"269","hisF",0,3.09351464098111,0.1,"exp"
"270","hisH",0,2.40600961426902,0.1,"exp"
"271","icd",0,2.16359826101739,0.1,"exp"
"272","ileS",0,2.57281435999642,0.1,"exp"
"273","ilvC",0,1.69173341126859,0.1,"exp"
"274","ilvE",0,1.67369014758983,0.1,"exp"
"275","ilvH",0.016,1.54825268407821,0.1,"exp"
"276","infB",0,2.40303745147033,0.1,"exp"
"277","infC",0,2.35988591107913,0.1,"exp"
"278","lepA",0,2.29138094173304,0.1,"exp"
"279","leuA",0,3.04724176159717,0.1,"exp"
"280","leuB",0.005,1.72164081762263,0.1,"exp"
"281","leuS",0,4.06656732585565,0.1,"exp"
"282","lgt",0.275,1.15320530825494,0.1,"exp"
"283","ligA",0,2.19235177253686,0.1,"exp"
"284","lipA",0,2.67756934686094,0.1,"exp"
"285","lnt",0,2.30052019951518,0.1,"exp"
"286","lptD",0.004,1.51340251062292,0.1,"exp"
"287","lspA",0,2.05500784022732,0.1,"exp"
"288","lysA",0,2.61835272789883,0.1,"exp"
"289","lysS",0,2.43281670823814,0.1,"exp"
"290","map",0,2.90397597515578,0.1,"exp"
"291","metC",0,2.01677867570584,0.1,"exp"
"292","metG",0,1.98813218895178,0.1,"exp"
"293","metK",0,3.08256372823242,0.1,"exp"
"294","miaA",0,2.43870717151067,0.1,"exp"
"295","miaB",0,2.02179227855364,0.1,"exp"
"296","mnmA",0,2.13044249231353,0.1,"exp"
"297","mnmE",0,2.0099255847413,0.1,"exp"
"298","mnmG",0,2.17580341914651,0.1,"exp"
"299","mrdA",0.007,1.66914459018534,0.1,"exp"
"300","mrdB",0.001,1.71060310935641,0.1,"exp"
"301","mreB",0,2.35206444393677,0.1,"exp"
"302","msrA",0,5.05179207754954,0.1,"exp"
"303","msrB",0,1.90434979375062,0.1,"exp"
"304","nadD",0,2.39736786756729,0.1,"exp"
"305","nadE",0,3.960171103978,0.1,"exp"
"306","ndk",0,1.79191272669382,0.1,"exp"
"307","nfuA",0,1.89376776891537,0.1,"exp"
"308","nth",0,2.28480426527027,0.1,"exp"
"309","nusA",0,2.86353847305651,0.1,"exp"
"310","pdxH",0,3.11254034250893,0.1,"exp"
"311","pepA",0,1.84769162556097,0.1,"exp"
"312","petA",0.001,1.90671711482511,0.1,"exp"
"313","pgk",0.002,1.77420280366234,0.1,"exp"
"314","pgsA",0,1.80430565274289,0.1,"exp"
"315","pheA",0,1.95114356386132,0.1,"exp"
"316","pheS",0,2.17343170163277,0.1,"exp"
"317","pheT",0,2.45169040859876,0.1,"exp"
"318","phrA",0,2.25273595456652,0.1,"exp"
"319","phrB",0,2.33639446218132,0.1,"exp"
"320","pnp",0,2.79886458112026,0.1,"exp"
"321","pntA",0,2.71224296443414,0.1,"exp"
"322","pntB",0,3.37286112065877,0.1,"exp"
"323","polA",0.001,1.6889260656346,0.1,"exp"
"324","prfA",0.001,1.76009810949695,0.1,"exp"
"325","prfB",0.195,1.17884918743534,0.1,"exp"
"326","priA",0,2.94576785954756,0.1,"exp"
"327","prmC",0,1.70381385506541,0.1,"exp"
"328","proC",0,2.19822181155703,0.1,"exp"
"329","proS",0,1.95394553029257,0.1,"exp"
"330","prs",0.267,1.11602130407315,0.1,"exp"
"331","pth",0.006,1.65626878763323,0.1,"exp"
"332","purA",0.025,1.43940626164809,0.1,"exp"
"333","purB",0,3.68883481483709,0.1,"exp"
"334","purC",0,2.17757164972343,0.1,"exp"
"335","purD",0,2.73347620831958,0.1,"exp"
"336","purE",0,2.17340770777707,0.1,"exp"
"337","purF",0,3.17015643919374,0.1,"exp"
"338","purH",0.004,1.58107506965187,0.1,"exp"
"339","purL",0,2.68849835098388,0.1,"exp"
"340","purM",0,2.70752892686021,0.1,"exp"
"341","purN",0,3.23392597083305,0.1,"exp"
"342","pyrB",0,2.08273229311581,0.1,"exp"
"343","pyrC",0,2.02699304751758,0.1,"exp"
"344","pyrD",0,2.44272895122866,0.1,"exp"
"345","pyrE",0.236,1.18802591080295,0.1,"exp"
"346","pyrF",0,2.93981971447159,0.1,"exp"
"347","pyrG",0,2.49494268129484,0.1,"exp"
"348","rbfA",0,3.8377480319683,0.1,"exp"
"349","recA",0,2.39075452555232,0.1,"exp"
"350","recR",0.07,1.35601797916433,0.1,"exp"
"351","rho",0.025,1.45777815020592,0.1,"exp"
"352","rluD",0,2.33625649641389,0.1,"exp"
"353","rnhA",0,3.16836190663007,0.1,"exp"
"354","rnhB",0,2.3347200584421,0.1,"exp"
"355","rnpA",0,2.68723151981097,0.1,"exp"
"356","rpe",0,2.69242036003451,0.1,"exp"
"357","rplK",0,2.01417523304001,0.1,"exp"
"358","rplM",0.097,1.32788108546431,0.1,"exp"
"359","rplS",0,2.48077954250877,0.1,"exp"
"360","rplT",0,3.26257432681207,0.1,"exp"
"361","rplU",0,2.08070693046152,0.1,"exp"
"362","rplY",0,2.28554925200761,0.1,"exp"
"363","rpmA",0,2.4408203875458,0.1,"exp"
"364","rpmB",0,2.49753244776986,0.1,"exp"
"365","rpmI",0,3.58214927288544,0.1,"exp"
"366","rpoA",0.001,1.92261699147195,0.1,"exp"
"367","rpoB",0,2.50287653880005,0.1,"exp"
"368","rpoC",0.003,1.6001252588736,0.1,"exp"
"369","rpsA",0,2.16345949937933,0.1,"exp"
"370","rpsD",0,2.94411731123897,0.1,"exp"
"371","rpsI",0,1.96927654141113,0.1,"exp"
"372","rpsK",0,1.92774692901919,0.1,"exp"
"373","rpsM",0,2.59996097316017,0.1,"exp"
"374","rpsO",0,2.07694141463441,0.1,"exp"
"375","rpsT",0,2.5723128007738,0.1,"exp"
"376","rsfS",0,2.04231952604038,0.1,"exp"
"377","rsmA",0.001,2.02352764932738,0.1,"exp"
"378","rsmD",0,2.75475617703822,0.1,"exp"
"379","rsmE",0.045,1.37035173695096,0.1,"exp"
"380","rsmG",0,1.72536519154475,0.1,"exp"
"381","rsmI",0,2.47326416264419,0.1,"exp"
"382","secA",0,2.07128762049565,0.1,"exp"
"383","serS",0,2.16292117894177,0.1,"exp"
"384","smc",0,3.67802259600631,0.1,"exp"
"385","smpB",0,2.86539138552527,0.1,"exp"
"386","ssb",0.017,1.53412666635422,0.1,"exp"
"387","sucC",0,3.11821569343261,0.1,"exp"
"388","sucD",0,2.65666214176556,0.1,"exp"
"389","suhB",0,2.2831049163066,0.1,"exp"
"390","tatC",0,2.11509311558734,0.1,"exp"
"391","tgt",0,2.40722899774568,0.1,"exp"
"392","thrC",0,2.44012713579675,0.1,"exp"
"393","thrS",0,1.81191758110257,0.1,"exp"
"394","topA",0.074,1.36771151589642,0.1,"exp"
"395","trmD",0,2.78485940576213,0.1,"exp"
"396","trpB",0.002,1.6825984573211,0.1,"exp"
"397","trpS",0,3.23662948590332,0.1,"exp"
"398","truA",0,1.80652849200646,0.1,"exp"
"399","trxA",0.354,1.08893155413051,0.1,"exp"
"400","trxB",0,2.14537498256393,0.1,"exp"
"401","tsaD",0.013,1.53540629461159,0.1,"exp"
"402","ubiB",0,2.45178591640319,0.1,"exp"
"403","uppP",0,2.56021251773274,0.1,"exp"
"404","uvrA",0,2.96376903573967,0.1,"exp"
"405","uvrB",0.018,1.57828670342966,0.1,"exp"
"406","uvrC",0,2.44712028489269,0.1,"exp"
"407","ychF",0,2.1049922571109,0.1,"exp"
"408","yidC",0,1.91174129901173,0.1,"exp"
"409","accA",0,4.68484917540741,0.05,"gamma"
"410","accB",0,3.96640052171859,0.05,"gamma"
"411","accC",0,5.55630267979438,0.05,"gamma"
"412","acpP",0,3.64219017535428,0.05,"gamma"
"413","ahcY",0,4.29431018794593,0.05,"gamma"
"414","alaS",0,5.42384544376134,0.05,"gamma"
"415","algC",0,5.11346676073914,0.05,"gamma"
"416","aroB",0,3.94741857215847,0.05,"gamma"
"417","aroC",0,4.14001037149841,0.05,"gamma"
"418","aroE",0,3.98359787474293,0.05,"gamma"
