"","gene","pvalue","ratio","p","dist"
"824","aroB",0,2.76757267399619,0.05,"lnorm"
"825","aroC",0,2.95074111694375,0.05,"lnorm"
"826","aroE",0,3.35860456031996,0.05,"lnorm"
"827","aspS",0,2.59509384793428,0.05,"lnorm"
"828","atpA",0,2.73068254851074,0.05,"lnorm"
"829","atpB",0,2.64545923177501,0.05,"lnorm"
"830","atpC",0,2.83385859089927,0.05,"lnorm"
"831","atpD",0,2.8020838143807,0.05,"lnorm"
"832","atpE",0,13.6410694484785,0.05,"lnorm"
"833","atpF",0,2.72915288698538,0.05,"lnorm"
"834","atpG",0,3.96205175879235,0.05,"lnorm"
"835","atpH",0,3.11287487616773,0.05,"lnorm"
"836","carA",0,3.52608326686628,0.05,"lnorm"
"837","carB",0,3.04727217148342,0.05,"lnorm"
"838","cca",0,2.66328648444567,0.05,"lnorm"
"839","clpX",0,2.37024530794313,0.05,"lnorm"
"840","coaBC",0,3.10978796124989,0.05,"lnorm"
"841","coaD",0,2.75419904120704,0.05,"lnorm"
"842","coaE",0,3.08774543537528,0.05,"lnorm"
"843","ctaA",0,2.91772366204011,0.05,"lnorm"
"844","ctaE",0,3.02148129321171,0.05,"lnorm"
"845","cysS",0,2.9837747666316,0.05,"lnorm"
"846","dapB",0,3.49454687346713,0.05,"lnorm"
"847","dapE",0,3.16205347090476,0.05,"lnorm"
"848","dapF",0,3.12301674045714,0.05,"lnorm"
"849","def",0,2.69672796057312,0.05,"lnorm"
"850","dnaA",0,3.23842258537926,0.05,"lnorm"
"851","dnaG",0,3.42442106912602,0.05,"lnorm"
"852","dnaK",0,3.13899402992992,0.05,"lnorm"
"853","dnaN",0,3.94115003137023,0.05,"lnorm"
"854","dnaX",0,2.59177021465788,0.05,"lnorm"
"855","dsbD",0.001,1.88954374454932,0.05,"lnorm"
"856","dxs",0,5.37311736588643,0.05,"lnorm"
"857","efp",0,3.25064404809575,0.05,"lnorm"
"858","eno",0,2.10669107644975,0.05,"lnorm"
"859","erpA",0,2.08149931559614,0.05,"lnorm"
"860","fabI",0,3.8535781921983,0.05,"lnorm"
"861","fmt",0,2.49312299390341,0.05,"lnorm"
"862","folD",0,2.80906458422515,0.05,"lnorm"
"863","ftsH",0,3.06516552434825,0.05,"lnorm"
"864","ftsZ",0,2.41459207082355,0.05,"lnorm"
"865","fumC",0,2.47457850845256,0.05,"lnorm"
"866","gatB",0,2.46308506354352,0.05,"lnorm"
"867","gcvT",0,3.43379699148416,0.05,"lnorm"
"868","glmM",0,3.49606919174686,0.05,"lnorm"
"869","glmU",0,2.45717958098557,0.05,"lnorm"
"870","gloB",0,2.57897918835526,0.05,"lnorm"
"871","gltB",0,2.49097593371611,0.05,"lnorm"
"872","gltX",0,3.4282287871796,0.05,"lnorm"
"873","gmk",0,3.84611596510976,0.05,"lnorm"
"874","grpE",0,3.74193004083003,0.05,"lnorm"
"875","guaA",0,2.70857692386173,0.05,"lnorm"
"876","gyrA",0,2.51857196695644,0.05,"lnorm"
"877","gyrB",0,3.3915405524681,0.05,"lnorm"
"878","hemC",0,3.09613748525812,0.05,"lnorm"
"879","hemE",0,2.25937878270999,0.05,"lnorm"
"880","hemH",0,3.35862050504445,0.05,"lnorm"
"881","hisF",0,5.34216104420602,0.05,"lnorm"
"882","hisH",0,5.95453741090752,0.05,"lnorm"
"883","icd",0,1.9001256155466,0.05,"lnorm"
"884","ileS",0,3.71881781174232,0.05,"lnorm"
"885","ilvC",0,2.36176665992017,0.05,"lnorm"
"886","ilvE",0,2.35165748011566,0.05,"lnorm"
"887","ilvH",0,2.31986106277127,0.05,"lnorm"
"888","infB",0,2.57578233968409,0.05,"lnorm"
"889","infC",0,3.02742341324804,0.05,"lnorm"
"890","lepA",0,3.61618281516994,0.05,"lnorm"
"891","leuA",0,2.76298053740794,0.05,"lnorm"
"892","leuB",0,2.53720080434781,0.05,"lnorm"
"893","leuS",0,4.9652634104497,0.05,"lnorm"
"894","lgt",0,2.2998143598619,0.05,"lnorm"
"895","ligA",0,2.99324965101086,0.05,"lnorm"
"896","lipA",0.002,1.54503098359636,0.05,"lnorm"
"897","lnt",0,3.08631981143466,0.05,"lnorm"
"898","lptD",0,3.91708227782497,0.05,"lnorm"
"899","lspA",0,1.8263849620167,0.05,"lnorm"
"900","lysA",0,2.82182136653779,0.05,"lnorm"
"901","lysS",0,2.28678149706719,0.05,"lnorm"
"902","map",0,2.56746587358553,0.05,"lnorm"
"903","metC",0,2.9885973383083,0.05,"lnorm"
"904","metG",0,3.52757988168151,0.05,"lnorm"
"905","metK",0,3.86331614802645,0.05,"lnorm"
"906","miaA",0,1.64929202341224,0.05,"lnorm"
"907","miaB",0,2.13636999778651,0.05,"lnorm"
"908","mnmA",0,2.74148633521774,0.05,"lnorm"
"909","mnmE",0,4.70173991702768,0.05,"lnorm"
"910","mnmG",0,2.94756928500376,0.05,"lnorm"
"911","mrdA",0,3.00111228589514,0.05,"lnorm"
"912","mrdB",0,3.20516745081488,0.05,"lnorm"
"913","mreB",0,3.10465952786203,0.05,"lnorm"
"914","msrA",0,5.1074036284463,0.05,"lnorm"
"915","msrB",0,2.33947778302721,0.05,"lnorm"
"916","nadD",0,2.51159505033255,0.05,"lnorm"
"917","nadE",0,5.06793236389301,0.05,"lnorm"
"918","ndk",0,3.53677144269128,0.05,"lnorm"
"919","nfuA",0,2.7506045970298,0.05,"lnorm"
"920","nth",0,3.32628179466412,0.05,"lnorm"
"921","nusA",0,2.68862193041274,0.05,"lnorm"
"922","pdxH",0,3.71432819760578,0.05,"lnorm"
"923","pepA",0,3.55691072865035,0.05,"lnorm"
"924","petA",0,2.79837477736614,0.05,"lnorm"
"925","pgk",0,2.84048480787727,0.05,"lnorm"
"926","pgsA",0,2.18457162058944,0.05,"lnorm"
"927","pheA",0,2.91330985249286,0.05,"lnorm"
"928","pheS",0,2.37919336841258,0.05,"lnorm"
"929","pheT",0,3.39504590736416,0.05,"lnorm"
"930","phrA",0,2.81713151941227,0.05,"lnorm"
"931","phrB",0,2.62705157731847,0.05,"lnorm"
"932","pnp",0,2.95532545448422,0.05,"lnorm"
"933","pntA",0.213,1.31831950192708,0.05,"lnorm"
"934","pntB",0,6.50643295412796,0.05,"lnorm"
"935","polA",0,2.88468530457493,0.05,"lnorm"
"936","prfA",0,2.36690243357856,0.05,"lnorm"
"937","prfB",0,1.79061249399512,0.05,"lnorm"
"938","priA",0,3.72291397544933,0.05,"lnorm"
"939","prmC",0,3.14689282334854,0.05,"lnorm"
"940","proC",0,2.2837094693542,0.05,"lnorm"
"941","proS",0,2.57653693769888,0.05,"lnorm"
"942","prs",0,2.11043683662394,0.05,"lnorm"
"943","pth",0,2.82921986016343,0.05,"lnorm"
"944","purA",0,2.69009789772872,0.05,"lnorm"
"945","purB",0,2.99061541566331,0.05,"lnorm"
"946","purC",0,2.22690542883883,0.05,"lnorm"
"947","purD",0,2.75542648653163,0.05,"lnorm"
"948","purE",0,2.52273961038656,0.05,"lnorm"
"949","purF",0,3.72136905379979,0.05,"lnorm"
"950","purH",0,1.78978155084129,0.05,"lnorm"
"951","purL",0,2.87786594873561,0.05,"lnorm"
"952","purM",0,2.38341942956004,0.05,"lnorm"
"953","purN",0,3.81286888292208,0.05,"lnorm"
"954","pyrB",0,2.35298544459621,0.05,"lnorm"
"955","pyrC",0,3.36662236127445,0.05,"lnorm"
"956","pyrD",0,2.54261151307325,0.05,"lnorm"
"957","pyrE",0.001,1.70415395638576,0.05,"lnorm"
"958","pyrF",0,4.97797125751727,0.05,"lnorm"
"959","pyrG",0,2.8782608973157,0.05,"lnorm"
"960","rbfA",0,4.67498892578838,0.05,"lnorm"
"961","recA",0,3.10610681982963,0.05,"lnorm"
"962","recR",0,3.17272885493408,0.05,"lnorm"
"963","rho",0,3.43539786346753,0.05,"lnorm"
"964","rluD",0,2.84311655334064,0.05,"lnorm"
"965","rnhA",0,5.70251916503931,0.05,"lnorm"
"966","rnhB",0,2.6992260984371,0.05,"lnorm"
"967","rnpA",0,3.56364134910455,0.05,"lnorm"
"968","rpe",0,3.11091592065814,0.05,"lnorm"
"969","rplK",0,3.62038705061938,0.05,"lnorm"
"970","rplM",0,2.41972662083466,0.05,"lnorm"
"971","rplS",0,3.03994383640987,0.05,"lnorm"
"972","rplT",0,4.6144923098026,0.05,"lnorm"
"973","rplU",0,3.30456382908187,0.05,"lnorm"
"974","rplY",0,2.32490159179844,0.05,"lnorm"
"975","rpmA",0,3.64264442363792,0.05,"lnorm"
"976","rpmB",0,3.62053738366656,0.05,"lnorm"
"977","rpmI",0,5.15682181914671,0.05,"lnorm"
"978","rpoA",0,2.98851859174081,0.05,"lnorm"
"979","rpoB",0,3.20606359638588,0.05,"lnorm"
"980","rpoC",0,2.39204338010877,0.05,"lnorm"
"981","rpsA",0,3.56313867375154,0.05,"lnorm"
"982","rpsD",0,1.91854824500641,0.05,"lnorm"
"983","rpsI",0,2.49382813558412,0.05,"lnorm"
"984","rpsK",0,4.00254019039968,0.05,"lnorm"
"985","rpsM",0,3.21676390670186,0.05,"lnorm"
"986","rpsO",0,2.78968078681175,0.05,"lnorm"
"987","rpsT",0,2.73017644044295,0.05,"lnorm"
"988","rsfS",0,2.33524026492114,0.05,"lnorm"
"989","rsmA",0,4.05176557604902,0.05,"lnorm"
"990","rsmD",0,3.26661102964348,0.05,"lnorm"
"991","rsmE",0,3.45779052961984,0.05,"lnorm"
"992","rsmG",0,3.00703261033503,0.05,"lnorm"
"993","rsmI",0,3.23729520856905,0.05,"lnorm"
"994","secA",0,2.35025882637599,0.05,"lnorm"
"995","serS",0,2.79236771358197,0.05,"lnorm"
"996","smc",0,3.47886255671853,0.05,"lnorm"
"997","smpB",0,2.60387383082575,0.05,"lnorm"
"998","ssb",0,2.32519161757826,0.05,"lnorm"
"999","sucC",0,3.68496897179008,0.05,"lnorm"
"1000","sucD",0,2.22130883748413,0.05,"lnorm"
"1001","suhB",0,3.48338469684794,0.05,"lnorm"
"1002","tatC",0,3.00766796235544,0.05,"lnorm"
"1003","tgt",0,2.71501237549266,0.05,"lnorm"
"1004","thrC",0,4.04962358168668,0.05,"lnorm"
"1005","thrS",0,2.85092737065033,0.05,"lnorm"
"1006","topA",0,2.83169314062756,0.05,"lnorm"
"1007","trmD",0,2.24126776730107,0.05,"lnorm"
"1008","trpB",0,4.06902058105451,0.05,"lnorm"
"1009","trpS",0,1.7782733782202,0.05,"lnorm"
"1010","truA",0,4.01705460683992,0.05,"lnorm"
"1011","trxA",0,3.1054327435919,0.05,"lnorm"
"1012","trxB",0,3.09427814070943,0.05,"lnorm"
"1013","tsaD",0,2.32305131133817,0.05,"lnorm"
"1014","ubiB",0,2.39007425580693,0.05,"lnorm"
"1015","uppP",0,2.27738523025041,0.05,"lnorm"
"1016","uvrA",0,2.07977019442413,0.05,"lnorm"
"1017","uvrB",0,2.32163973223308,0.05,"lnorm"
"1018","uvrC",0,3.31788063598685,0.05,"lnorm"
"1019","ychF",0,2.64270819292718,0.05,"lnorm"
"1020","yidC",0,3.03121976720526,0.05,"lnorm"
"1021","accA",0,2.51966511933209,0.1,"lnorm"
"1022","accB",0,2.62185849979253,0.1,"lnorm"
"1023","accC",0,2.34470394542338,0.1,"lnorm"
"1024","acpP",0,7.80798423083621,0.1,"lnorm"
"1025","ahcY",0,4.48791494069887,0.1,"lnorm"
"1026","alaS",0.008,1.50249047650814,0.1,"lnorm"
"1027","algC",0,3.34934238540296,0.1,"lnorm"
"1028","aroB",0,2.94166704195762,0.1,"lnorm"
"1029","aroC",0,3.38126358364843,0.1,"lnorm"
"1030","aroE",0,3.33252678017541,0.1,"lnorm"
"1031","aspS",0,1.79282610645901,0.1,"lnorm"
"1032","atpA",0,3.46326925513075,0.1,"lnorm"
"1033","atpB",0,2.58790137057702,0.1,"lnorm"
"1034","atpC",0,2.78541048771194,0.1,"lnorm"
"1035","atpD",0,3.0979431083307,0.1,"lnorm"
"1036","atpE",0,11.9488450923484,0.1,"lnorm"
"1037","atpF",0,2.77225415751431,0.1,"lnorm"
"1038","atpG",0,4.08304014782596,0.1,"lnorm"
"1039","atpH",0,2.42850555344829,0.1,"lnorm"
"1040","carA",0,3.1188809336701,0.1,"lnorm"
"1041","carB",0,3.27832465677617,0.1,"lnorm"
"1042","cca",0,2.30050362716823,0.1,"lnorm"
"1043","clpX",0,2.49026514092584,0.1,"lnorm"
"1044","coaBC",0,2.89079447755761,0.1,"lnorm"
"1045","coaD",0,3.22198061317885,0.1,"lnorm"
"1046","coaE",0,2.42776909503962,0.1,"lnorm"
"1047","ctaA",0,2.87934007816584,0.1,"lnorm"
"1048","ctaE",0,4.33386571383388,0.1,"lnorm"
"1049","cysS",0,3.05436397568133,0.1,"lnorm"
"1050","dapB",0,3.87139504999595,0.1,"lnorm"
"1051","dapE",0,4.15615177772167,0.1,"lnorm"
"1052","dapF",0,2.66335008743276,0.1,"lnorm"
"1053","def",0,2.29702769701249,0.1,"lnorm"
"1054","dnaA",0,3.91461878240235,0.1,"lnorm"
"1055","dnaG",0,2.96669669208444,0.1,"lnorm"
"1056","dnaK",0,3.71041156608602,0.1,"lnorm"
"1057","dnaN",0,2.60901317603693,0.1,"lnorm"
"1058","dnaX",0,2.5874367708049,0.1,"lnorm"
"1059","dsbD",0,3.35472053333404,0.1,"lnorm"
"1060","dxs",0,6.72204282581527,0.1,"lnorm"
"1061","efp",0,4.23381617224791,0.1,"lnorm"
"1062","eno",0,3.00434595458784,0.1,"lnorm"
"1063","erpA",0,2.09620363376449,0.1,"lnorm"
"1064","fabI",0,4.69956091937756,0.1,"lnorm"
"1065","fmt",0,2.83473023251932,0.1,"lnorm"
"1066","folD",0,3.4729484680463,0.1,"lnorm"
"1067","ftsH",0,2.27780757604976,0.1,"lnorm"
"1068","ftsZ",0,1.80061574398756,0.1,"lnorm"
"1069","fumC",0,2.06159640892791,0.1,"lnorm"
"1070","gatB",0,2.14700230000065,0.1,"lnorm"
"1071","gcvT",0,3.31918328753255,0.1,"lnorm"
"1072","glmM",0,3.5123324609975,0.1,"lnorm"
"1073","glmU",0,2.70152314673378,0.1,"lnorm"
"1074","gloB",0,2.72239252701779,0.1,"lnorm"
"1075","gltB",0,2.06967377221429,0.1,"lnorm"
"1076","gltX",0,3.17625618932998,0.1,"lnorm"
"1077","gmk",0,3.04584370501445,0.1,"lnorm"
"1078","grpE",0,3.9674832453886,0.1,"lnorm"
"1079","guaA",0,3.53004670924241,0.1,"lnorm"
"1080","gyrA",0,2.69026637341148,0.1,"lnorm"
"1081","gyrB",0,4.14561508752278,0.1,"lnorm"
"1082","hemC",0,2.2544844981254,0.1,"lnorm"
"1083","hemE",0,2.11160813090414,0.1,"lnorm"
"1084","hemH",0,4.27746143085911,0.1,"lnorm"
"1085","hisF",0,7.4396726717893,0.1,"lnorm"
"1086","hisH",0,6.53776716167263,0.1,"lnorm"
"1087","icd",0,2.93295333180169,0.1,"lnorm"
"1088","ileS",0,2.92957022148675,0.1,"lnorm"
"1089","ilvC",0,3.2266410488875,0.1,"lnorm"
"1090","ilvE",0,1.6740212714822,0.1,"lnorm"
"1091","ilvH",0,2.69033682696617,0.1,"lnorm"
"1092","infB",0,2.05167926395685,0.1,"lnorm"
"1093","infC",0,3.43567302982095,0.1,"lnorm"
"1094","lepA",0,3.74070344170219,0.1,"lnorm"
"1095","leuA",0,2.65367970010201,0.1,"lnorm"
"1096","leuB",0,2.96457990337811,0.1,"lnorm"
"1097","leuS",0,4.61406661618301,0.1,"lnorm"
"1098","lgt",0.087,1.26411065014359,0.1,"lnorm"
"1099","ligA",0,2.6433961959427,0.1,"lnorm"
"1100","lipA",0,2.75262736197011,0.1,"lnorm"
"1101","lnt",0,2.21483304554503,0.1,"lnorm"
"1102","lptD",0,3.53052359399878,0.1,"lnorm"
"1103","lspA",0,3.16731981885958,0.1,"lnorm"
"1104","lysA",0,2.82257807943694,0.1,"lnorm"
"1105","lysS",0,2.19403752168484,0.1,"lnorm"
"1106","map",0,3.19510359749127,0.1,"lnorm"
"1107","metC",0,3.60514744220315,0.1,"lnorm"
"1108","metG",0,3.20918234018622,0.1,"lnorm"
"1109","metK",0,3.2003520855027,0.1,"lnorm"
"1110","miaA",0.002,1.72877558165662,0.1,"lnorm"
"1111","miaB",0,2.48593611205818,0.1,"lnorm"
"1112","mnmA",0,2.90189627816553,0.1,"lnorm"
"1113","mnmE",0,4.09186854127493,0.1,"lnorm"
"1114","mnmG",0,3.45564743175007,0.1,"lnorm"
"1115","mrdA",0,2.59823389406636,0.1,"lnorm"
"1116","mrdB",0,2.99730314365361,0.1,"lnorm"
"1117","mreB",0,3.65881263399403,0.1,"lnorm"
"1118","msrA",0,4.02492490907851,0.1,"lnorm"
"1119","msrB",0,3.18155444530729,0.1,"lnorm"
"1120","nadD",0,2.18607146037403,0.1,"lnorm"
"1121","nadE",0,5.19963093152234,0.1,"lnorm"
"1122","ndk",0,4.04109001612896,0.1,"lnorm"
"1123","nfuA",0,2.92900108028299,0.1,"lnorm"
"1124","nth",0,2.8570992560526,0.1,"lnorm"
"1125","nusA",0,2.5374723798745,0.1,"lnorm"
"1126","pdxH",0,4.24454547242654,0.1,"lnorm"
"1127","pepA",0,3.29965346227442,0.1,"lnorm"
"1128","petA",0,2.50563729762421,0.1,"lnorm"
"1129","pgk",0,2.90693445286422,0.1,"lnorm"
"1130","pgsA",0,2.00385554492325,0.1,"lnorm"
"1131","pheA",0,2.19287626880505,0.1,"lnorm"
"1132","pheS",0,2.48050625789625,0.1,"lnorm"
"1133","pheT",0,3.93965968544439,0.1,"lnorm"
"1134","phrA",0,3.17803832075468,0.1,"lnorm"
"1135","phrB",0,2.60216645389556,0.1,"lnorm"
"1136","pnp",0,3.16829106189784,0.1,"lnorm"
"1137","pntA",0,3.0350013984621,0.1,"lnorm"
"1138","pntB",0,4.46278092168281,0.1,"lnorm"
"1139","polA",0,3.15483323205129,0.1,"lnorm"
"1140","prfA",0.023,1.4049056088341,0.1,"lnorm"
"1141","prfB",0,2.59503081864122,0.1,"lnorm"
"1142","priA",0,3.24279149285868,0.1,"lnorm"
"1143","prmC",0,3.13689781754205,0.1,"lnorm"
"1144","proC",0,2.525345142584,0.1,"lnorm"
"1145","proS",0,2.15772991806924,0.1,"lnorm"
"1146","prs",0,2.83607861356772,0.1,"lnorm"
"1147","pth",0,2.27955701265315,0.1,"lnorm"
"1148","purA",0,3.58956083676255,0.1,"lnorm"
"1149","purB",0,3.20083545879967,0.1,"lnorm"
"1150","purC",0,2.00729692968076,0.1,"lnorm"
"1151","purD",0,3.42833280043602,0.1,"lnorm"
"1152","purE",0,2.67733701871416,0.1,"lnorm"
"1153","purF",0,3.94701174778598,0.1,"lnorm"
"1154","purH",0,2.86315950419269,0.1,"lnorm"
"1155","purL",0,2.35924655437604,0.1,"lnorm"
"1156","purM",0,2.51782360881258,0.1,"lnorm"
"1157","purN",0,5.14345781144523,0.1,"lnorm"
"1158","pyrB",0,2.68824403911105,0.1,"lnorm"
"1159","pyrC",0,3.06771753104836,0.1,"lnorm"
"1160","pyrD",0,1.88827917876989,0.1,"lnorm"
"1161","pyrE",0.034,1.37436647071052,0.1,"lnorm"
"1162","pyrF",0,4.6205111087714,0.1,"lnorm"
"1163","pyrG",0,2.64773721846757,0.1,"lnorm"
"1164","rbfA",0,4.74914626141261,0.1,"lnorm"
"1165","recA",0,3.50143428931623,0.1,"lnorm"
"1166","recR",0,3.01750831396948,0.1,"lnorm"
"1167","rho",0,3.81551829593374,0.1,"lnorm"
"1168","rluD",0,3.75297291658372,0.1,"lnorm"
"1169","rnhA",0,4.20341786148008,0.1,"lnorm"
"1170","rnhB",0,2.98163480984183,0.1,"lnorm"
"1171","rnpA",0,2.75503777121789,0.1,"lnorm"
"1172","rpe",0,3.6680601621718,0.1,"lnorm"
"1173","rplK",0,2.91937338593258,0.1,"lnorm"
"1174","rplM",0,2.15588452808716,0.1,"lnorm"
"1175","rplS",0,3.14062536673172,0.1,"lnorm"
"1176","rplT",0,4.03426610681681,0.1,"lnorm"
"1177","rplU",0,2.8587968485306,0.1,"lnorm"
"1178","rplY",0,2.08416543910787,0.1,"lnorm"
"1179","rpmA",0,3.29868257527617,0.1,"lnorm"
"1180","rpmB",0,3.67277525934019,0.1,"lnorm"
"1181","rpmI",0,4.87631908193339,0.1,"lnorm"
"1182","rpoA",0,3.3908867725412,0.1,"lnorm"
"1183","rpoB",0,2.19815806452987,0.1,"lnorm"
"1184","rpoC",0,2.19354329195844,0.1,"lnorm"
"1185","rpsA",0,3.29134888278974,0.1,"lnorm"
"1186","rpsD",0,2.53900685322603,0.1,"lnorm"
"1187","rpsI",0,1.97637750512676,0.1,"lnorm"
"1188","rpsK",0,3.71345251280439,0.1,"lnorm"
"1189","rpsM",0,2.59964005390278,0.1,"lnorm"
"1190","rpsO",0,3.6184182988579,0.1,"lnorm"
"1191","rpsT",0,3.87924211076111,0.1,"lnorm"
"1192","rsfS",0,3.25113540135249,0.1,"lnorm"
"1193","rsmA",0,3.84614848841169,0.1,"lnorm"
"1194","rsmD",0,3.86052637020805,0.1,"lnorm"
"1195","rsmE",0,3.10183026958008,0.1,"lnorm"
"1196","rsmG",0,3.87952593289738,0.1,"lnorm"
"1197","rsmI",0,3.56201397670745,0.1,"lnorm"
"1198","secA",0,2.20693154876014,0.1,"lnorm"
"1199","serS",0,2.38534483312956,0.1,"lnorm"
"1200","smc",0,3.36415030480945,0.1,"lnorm"
"1201","smpB",0,2.52072004908754,0.1,"lnorm"
"1202","ssb",0,2.41063476086716,0.1,"lnorm"
"1203","sucC",0,3.96153388652434,0.1,"lnorm"
"1204","sucD",0,4.14513160209197,0.1,"lnorm"
"1205","suhB",0,2.82503235933752,0.1,"lnorm"
"1206","tatC",0,2.34195973684035,0.1,"lnorm"
"1207","tgt",0,2.92393409137383,0.1,"lnorm"
"1208","thrC",0,3.55862613096222,0.1,"lnorm"
"1209","thrS",0,2.99170875073242,0.1,"lnorm"
"1210","topA",0,2.01999120504378,0.1,"lnorm"
"1211","trmD",0,2.96442840532803,0.1,"lnorm"
"1212","trpB",0,4.93264504276406,0.1,"lnorm"
"1213","trpS",0,1.95728026162121,0.1,"lnorm"
"1214","truA",0,3.54284584478096,0.1,"lnorm"
"1215","trxA",0.001,1.65819798228539,0.1,"lnorm"
"1216","trxB",0,3.3263662863381,0.1,"lnorm"
"1217","tsaD",0,2.16387736688996,0.1,"lnorm"
"1218","ubiB",0,2.32156758421563,0.1,"lnorm"
"1219","uppP",0,3.05940550128458,0.1,"lnorm"
"1220","uvrA",0,2.12605438439039,0.1,"lnorm"
"1221","uvrB",0,2.00351441918615,0.1,"lnorm"
"1222","uvrC",0,2.59295847400736,0.1,"lnorm"
"1223","ychF",0,2.19104423092499,0.1,"lnorm"
"1224","yidC",0,2.27305572376332,0.1,"lnorm"
